Id,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,remodel,pud,TotalPorchSF,NeighborhoodCode
297,1,13710,0,0,0,0,0,13,0,0,0,2,5,5,1950,1950,0,0,2,5,1,0.0,1,0,1,1,0,0,4,420,0,0,490,910,0,2,0,2,910,648,0,1558,0,0,1,1,4,1,1,6,0,0,0,0,50,1,1,282,0,0,0,289,0,0,0,0,0,0,6,2007,0,0,7.786921171163783,0,0,0,1
298,3,7399,0,1,0,0,0,5,0,0,0,0,7,5,1997,1998,1,0,0,0,0,1600.0,0,0,0,0,0,0,4,649,0,0,326,975,0,0,0,0,975,975,0,1950,0,0,2,1,3,1,0,7,0,1,1,1,34,0,2,576,0,0,0,0,10,0,0,198,0,0,6,2007,0,0,7.963421899176903,1,0,208,2
299,0,11700,0,0,0,0,0,6,0,0,0,0,6,6,1968,1968,3,0,3,12,0,365.0,0,0,1,1,0,0,1,384,4,175,143,702,0,1,0,0,1041,702,0,1743,0,1,1,2,3,1,1,7,0,1,2,0,21,1,2,539,0,0,0,224,0,0,0,0,0,0,6,2007,0,0,7.842536963831267,0,0,0,2
300,0,14000,0,0,0,0,0,2,0,0,0,1,6,8,1950,2004,0,0,3,3,1,0.0,1,1,1,1,0,0,2,0,0,0,1092,1092,0,0,0,0,1152,0,0,1152,0,1,1,0,3,1,0,6,0,1,2,0,50,1,1,300,0,0,0,0,36,0,0,0,0,0,8,2009,0,5,7.803512424614078,1,0,36,2
301,0,15750,0,0,0,2,0,2,0,0,1,1,5,5,1953,1953,1,0,1,1,0,56.0,1,0,1,1,0,2,4,841,0,0,324,1165,0,2,0,0,1336,0,0,1336,1,0,1,0,2,1,1,5,0,2,2,0,30,1,1,375,0,0,0,0,0,0,0,0,0,0,6,2006,0,0,7.799749594413466,0,0,0,2
302,0,16226,0,3,0,0,0,0,0,0,0,0,8,5,1998,1999,0,0,0,0,1,0.0,0,0,0,0,0,0,0,281,0,0,747,1028,0,0,0,0,1210,1242,0,2452,0,0,2,1,4,1,0,9,0,1,1,2,3,2,2,683,0,0,0,208,50,0,0,0,0,0,5,2007,0,0,8.005692000621309,1,0,50,2
303,0,13704,0,1,0,2,0,0,0,0,0,1,7,5,2001,2002,0,0,0,0,0,150.0,0,0,0,0,0,0,2,0,0,0,1541,1541,0,0,0,0,1541,0,0,1541,0,0,2,0,3,1,0,6,0,1,1,0,2,0,3,843,0,0,0,468,81,0,0,0,0,0,1,2006,0,0,7.904269218500491,1,0,81,2
304,0,9800,0,0,0,2,0,0,0,0,0,1,5,7,1972,1972,0,0,0,0,1,0.0,1,0,0,1,0,0,1,894,0,0,0,894,0,2,0,0,894,0,0,894,1,0,1,0,3,1,1,5,0,0,0,0,58,1,2,552,0,0,0,256,0,0,0,0,0,0,7,2006,0,1,7.78139702334915,0,0,0,2
305,1,18386,0,0,0,0,0,7,0,0,0,7,7,9,1880,2002,0,0,6,6,1,0.0,1,0,2,1,0,0,2,0,0,0,1470,1470,0,0,0,0,1675,1818,0,3493,0,0,3,0,3,1,0,10,0,1,4,0,0,1,3,870,0,0,0,302,0,0,0,0,0,0,5,2008,0,0,8.043433786845466,1,0,0,1
306,0,10386,0,0,0,0,0,0,0,0,0,1,8,5,2004,2005,0,0,6,6,2,246.0,0,0,0,0,0,0,0,1464,0,0,536,2000,0,0,0,0,2000,0,0,2000,1,0,2,0,3,1,0,8,0,0,0,0,6,2,3,888,0,0,0,168,0,0,0,0,0,0,7,2007,0,0,8.057092960523956,1,0,0,2
307,0,13474,0,0,0,0,0,12,1,0,0,0,7,5,1990,1991,0,0,3,4,0,246.0,0,0,1,0,0,0,1,700,0,0,0,700,0,1,0,0,1122,1121,0,2243,1,0,2,1,4,1,0,8,0,1,1,0,41,0,3,746,0,0,0,127,44,224,0,0,0,0,6,2007,0,0,7.94023720086269,1,0,268,2
308,1,7920,0,1,0,0,0,13,3,0,0,2,6,7,1920,1950,0,0,1,1,1,0.0,1,2,1,1,0,0,2,0,0,0,319,319,0,2,0,2,1035,371,0,1406,0,0,1,0,3,1,3,6,0,0,0,4,31,3,0,0,3,2,1,0,144,0,0,0,0,0,3,2008,0,0,7.572356087008702,1,0,144,1
309,0,12342,0,1,0,0,0,15,0,0,0,1,4,5,1940,1950,0,0,0,0,1,0.0,1,0,1,1,0,0,4,262,0,0,599,861,0,0,0,0,861,0,0,861,0,0,1,0,1,1,1,4,0,0,0,1,51,1,2,539,0,0,0,158,0,0,0,0,0,0,3,2009,0,0,7.538575712842864,1,0,0,1
310,0,12378,0,1,0,0,0,10,0,0,0,1,9,5,2003,2004,0,0,0,0,1,0.0,0,0,0,2,0,1,0,1274,0,0,622,1896,0,0,0,0,1944,0,0,1944,1,0,2,0,3,1,2,8,0,3,4,0,0,2,3,708,0,0,0,208,175,0,0,0,0,0,11,2006,0,0,8.117927825921695,1,0,175,3
311,0,7685,0,1,0,0,0,17,0,0,0,0,6,5,1993,1994,0,0,3,3,0,112.0,1,0,0,0,0,0,1,518,0,0,179,697,0,1,0,0,697,804,0,1501,0,0,2,1,3,1,0,6,0,1,1,0,5,2,2,420,0,0,0,190,63,0,0,0,0,0,5,2006,0,0,7.820817420396728,1,0,63,2
312,0,8000,0,0,0,0,0,11,0,0,0,1,6,6,1948,2002,0,0,0,0,1,0.0,1,1,1,1,0,0,1,680,0,0,292,972,0,0,0,0,972,0,0,972,1,0,1,0,2,1,1,5,0,1,2,1,47,1,1,240,0,0,0,0,0,0,0,0,0,0,5,2009,0,0,7.730625600345834,1,0,0,1
313,1,7800,0,0,0,0,0,7,3,0,1,2,5,7,1939,1950,0,0,1,1,1,0.0,1,0,1,0,0,2,3,507,0,0,286,793,0,2,0,0,793,325,0,1118,1,0,1,0,3,1,1,5,0,1,2,1,9,1,2,410,0,0,0,0,0,0,0,271,0,0,5,2006,0,0,7.69190666648851,1,0,271,1
314,0,215245,0,3,2,0,2,16,0,0,0,1,7,5,1965,1965,1,0,4,7,1,0.0,1,0,1,0,0,1,1,1236,4,820,80,2136,1,2,0,0,2036,0,0,2036,2,0,2,0,3,1,1,8,0,2,2,0,10,0,2,513,0,0,0,0,0,0,0,0,0,0,6,2009,0,0,8.13305793393653,0,0,0,2
315,1,9600,0,0,0,0,0,7,0,0,0,0,7,7,1925,1990,0,0,2,5,1,0.0,1,0,2,1,1,0,6,16,0,0,712,728,0,0,0,0,832,809,0,1641,0,1,1,1,3,1,2,6,0,1,2,1,80,1,2,546,1,0,0,0,0,234,0,0,0,0,8,2006,0,0,7.849205022311302,1,0,234,1
316,0,7795,0,1,0,0,0,17,0,0,0,0,7,5,2004,2005,0,0,0,0,1,0.0,0,0,0,0,0,0,0,425,0,0,291,716,0,0,0,0,716,716,0,1432,1,0,2,1,3,1,0,6,0,1,2,0,6,2,2,432,0,0,0,100,51,0,0,0,0,0,7,2009,0,0,7.871624579575998,1,0,51,2
317,0,13005,0,1,0,2,0,6,0,0,0,0,7,7,1980,1980,0,0,6,6,0,278.0,0,0,1,0,0,0,0,692,0,0,153,845,0,2,0,0,1153,1200,0,2353,1,0,2,1,4,1,2,10,0,1,1,0,32,0,2,484,0,0,0,288,195,0,0,0,0,0,8,2009,0,0,7.995588377574005,0,0,195,2
318,3,9000,0,0,0,0,0,5,0,0,0,0,8,5,2006,2006,0,0,0,0,1,0.0,0,0,0,0,0,3,2,0,0,0,1088,1088,0,0,0,0,1088,871,0,1959,0,0,2,1,3,1,0,8,0,1,2,0,13,0,3,1025,0,0,0,208,46,0,0,0,0,0,12,2007,0,0,8.009935076789525,0,0,46,2
319,0,9900,0,0,2,0,1,3,0,0,0,0,7,5,1993,1993,0,0,3,3,0,256.0,0,0,0,0,0,1,0,987,0,0,360,1347,0,0,0,0,1372,1274,0,2646,1,0,2,1,4,1,0,9,0,1,1,0,5,0,3,656,0,0,0,340,60,144,0,0,0,0,4,2009,0,0,7.995588377574005,0,0,204,3
320,0,14115,0,0,0,0,0,6,0,0,0,5,7,5,1980,1980,0,0,7,4,0,225.0,1,0,1,0,0,3,0,1036,0,0,336,1372,0,2,0,0,1472,0,0,1472,1,0,2,0,3,1,1,6,0,2,1,0,70,1,2,588,0,0,0,233,48,0,0,0,0,0,6,2009,0,0,7.8695480833168014,0,0,48,2
321,0,16259,0,0,0,2,0,10,0,0,0,0,9,5,2006,2006,0,0,0,0,2,370.0,1,0,0,2,1,3,2,0,0,0,1249,1249,0,0,0,0,1249,1347,0,2596,0,0,3,1,4,1,0,9,0,0,0,0,13,0,3,840,0,0,0,240,154,0,0,0,0,0,9,2006,1,2,8.099548740167291,0,0,154,3
322,0,12099,0,1,0,0,0,10,0,0,0,0,8,5,2004,2004,0,0,0,0,0,388.0,0,0,0,2,0,3,0,970,0,0,166,1136,0,0,0,0,1136,1332,0,2468,1,0,2,1,4,1,0,10,0,1,2,2,6,2,3,872,0,0,0,184,154,0,0,0,0,0,6,2007,0,0,8.111684583582159,0,0,154,3
323,0,10380,0,1,0,0,0,12,0,0,0,0,7,5,1986,1987,0,0,7,4,0,172.0,0,0,1,1,0,1,6,28,3,1474,0,1502,0,0,0,0,1553,1177,0,2730,1,0,2,1,4,1,0,8,0,1,1,0,43,2,2,576,0,0,0,201,96,0,0,0,0,0,8,2007,0,0,8.05101857846338,1,0,96,2
324,1,5820,0,0,0,0,0,7,0,0,0,1,3,8,1955,2005,0,0,0,0,1,0.0,1,1,1,1,0,0,1,256,0,0,906,1162,0,0,0,0,1163,0,0,1163,1,0,1,0,3,1,1,6,0,0,0,0,63,1,1,220,1,0,0,142,98,0,0,0,0,0,7,2006,0,0,7.712485966295037,1,0,98,1
325,0,11275,0,0,0,2,0,11,2,0,0,5,7,7,1967,2007,3,3,2,5,0,300.0,0,1,1,0,0,0,2,0,0,0,710,710,0,0,0,0,1898,1080,0,2978,0,0,2,1,5,1,0,11,0,1,2,2,51,2,2,564,0,0,0,240,0,0,0,0,0,0,6,2010,0,0,7.968199566601491,1,0,0,1
326,1,5000,0,0,0,0,0,13,4,0,0,3,5,6,1941,1950,0,0,1,1,1,0.0,1,0,1,1,0,3,4,116,0,0,604,720,0,4,1,1,803,0,0,803,0,0,1,0,2,1,1,5,0,0,0,1,81,1,2,360,0,0,0,0,0,244,0,0,0,0,12,2007,0,0,7.560629129213774,1,0,244,1
327,0,10846,0,1,0,3,0,1,0,0,3,1,8,5,1993,1993,0,0,4,7,1,0.0,0,0,0,0,0,1,0,1619,0,0,100,1719,0,0,0,0,1719,0,0,1719,2,0,1,1,1,1,0,6,0,2,2,0,5,2,2,473,0,0,0,122,30,0,0,0,0,0,5,2008,7,0,8.078655610831547,0,1,30,2
328,0,11600,0,0,0,0,0,11,0,0,0,1,6,5,1960,1960,1,0,2,5,0,175.0,1,0,1,1,0,0,3,565,0,0,818,1383,0,2,0,0,1383,0,0,1383,0,0,1,1,3,1,1,7,0,0,0,0,14,0,1,292,0,0,0,0,45,0,0,0,0,0,4,2006,0,0,7.768862371046914,0,0,45,1
329,0,11888,0,1,1,0,0,8,2,0,0,6,6,6,1916,1994,0,0,2,2,1,0.0,1,0,2,1,0,0,2,0,0,0,844,844,0,1,1,2,1445,689,0,2134,0,0,2,0,5,1,0,10,0,0,0,1,19,1,2,441,0,0,0,0,60,268,0,0,0,0,7,2009,0,0,7.9218043913228335,1,0,328,1
330,1,6402,0,0,0,2,0,13,0,0,0,0,5,5,1920,1950,0,0,2,2,1,0.0,1,0,0,1,0,2,2,0,0,0,596,596,0,2,1,0,596,596,0,1192,0,0,1,0,3,1,1,6,0,0,0,1,25,1,1,189,1,1,1,0,0,137,0,0,0,0,7,2009,0,0,7.515186317318996,1,0,137,1
331,0,10624,0,1,0,0,0,11,0,0,2,1,5,4,1964,1964,0,0,3,3,0,84.0,1,0,1,1,0,0,0,40,4,264,1424,1728,0,2,0,0,1728,0,0,1728,0,1,2,0,6,2,1,10,0,0,0,1,20,1,1,352,0,0,0,155,0,0,0,0,0,0,11,2007,0,0,7.688860153474433,0,0,0,1
332,0,8176,0,0,0,0,0,11,0,0,0,1,5,6,1958,1992,0,0,2,5,1,0.0,1,0,1,1,0,0,3,846,0,0,210,1056,0,3,0,0,1056,0,0,1056,1,0,1,0,3,1,1,6,0,0,0,0,18,0,1,308,0,0,0,0,0,0,0,0,0,0,8,2007,0,0,7.751316069131163,1,0,0,1
333,0,10655,0,1,0,0,0,10,0,0,0,1,8,5,2003,2004,0,0,0,0,0,296.0,0,0,0,0,0,0,0,1124,7,479,1603,3206,0,0,0,0,1629,0,0,1629,1,0,2,0,3,1,0,7,0,1,2,0,0,0,3,880,0,0,0,0,0,0,0,0,0,0,10,2009,0,0,8.029086549357894,1,0,0,3
334,1,8198,0,0,0,4,0,10,0,0,3,1,7,5,2004,2004,0,0,0,0,2,146.0,0,0,0,0,0,3,0,720,0,0,638,1358,0,0,0,0,1358,0,0,1358,1,0,2,0,2,1,0,6,0,1,2,0,6,0,2,484,0,0,0,192,30,0,0,0,0,0,7,2008,0,0,7.908032604312949,0,1,30,3
335,0,9042,0,1,0,0,0,17,0,0,0,0,6,5,1998,1998,0,0,0,0,1,0.0,1,0,0,0,0,1,0,828,0,0,115,943,0,1,0,0,943,695,0,1638,1,0,2,1,3,1,1,7,0,2,1,0,3,2,2,472,0,0,0,100,38,0,0,0,0,0,7,2008,0,0,7.878799956941681,0,0,38,2
336,0,164660,1,1,3,2,2,16,0,0,1,2,5,6,1965,1965,0,0,7,4,1,0.0,1,0,1,1,0,1,1,1249,1,147,103,1499,0,0,0,0,1619,167,0,1786,2,0,2,0,3,1,1,7,0,2,2,0,10,2,2,529,0,0,0,670,0,0,0,0,0,700,8,2008,0,0,7.946932681803561,0,0,0,2
337,0,14157,0,1,3,2,0,18,0,0,0,1,9,5,2005,2006,1,0,0,0,2,200.0,0,0,0,2,0,1,0,1249,0,0,673,1922,0,0,0,0,1922,0,0,1922,1,0,2,0,3,1,0,8,0,1,2,0,11,2,3,676,0,0,0,178,51,0,0,0,0,0,7,2007,0,0,8.135443607849584,1,0,51,3
338,0,9135,0,0,0,0,0,0,0,0,0,1,7,5,2002,2003,0,0,0,0,0,113.0,0,0,0,0,0,3,0,810,0,0,726,1536,0,0,0,0,1536,0,0,1536,1,0,2,0,3,1,0,7,0,0,0,0,20,0,2,532,0,0,0,192,74,0,0,0,0,0,12,2008,0,0,7.920902528156904,1,0,74,2
339,0,14145,0,0,0,2,0,6,0,0,0,1,7,7,1984,1998,0,0,2,5,1,0.0,0,0,1,0,0,2,1,213,0,0,995,1208,0,0,0,0,1621,0,0,1621,1,0,2,0,3,1,0,8,0,0,0,0,61,0,2,440,0,0,0,108,45,0,0,0,0,400,5,2006,0,0,7.899508965109616,1,0,45,2
340,0,12400,0,1,0,0,0,11,1,0,0,1,6,7,1958,1998,1,0,2,5,0,176.0,1,0,1,1,3,0,3,585,0,0,630,1215,0,2,0,2,1215,0,0,1215,0,0,1,0,3,1,1,6,0,0,0,0,18,1,1,297,0,0,0,0,0,0,0,234,0,0,6,2009,0,0,7.794671785234901,1,0,234,1
341,0,14191,0,0,0,0,0,16,0,0,0,0,8,5,2002,2002,0,0,0,0,1,0.0,0,0,0,0,0,0,2,0,0,0,967,967,0,0,0,0,993,915,0,1908,0,0,2,1,4,1,0,9,0,0,0,0,20,2,2,431,0,0,0,135,0,0,0,0,0,0,4,2010,0,0,7.900274846967021,0,0,0,2
342,4,8400,0,0,0,0,0,12,1,0,0,1,4,4,1950,1950,0,0,2,9,1,0.0,3,2,1,1,3,0,2,0,0,0,721,721,0,1,0,0,841,0,0,841,0,0,1,0,2,1,1,4,0,0,0,3,50,1,1,294,0,0,1,250,0,24,0,0,0,0,9,2009,0,0,7.536045648019811,0,0,24,2
343,0,8544,0,0,0,0,0,11,0,0,2,1,3,4,1949,1950,0,0,9,8,0,340.0,1,0,4,3,2,4,5,0,2,0,0,0,3,3,1,2,1040,0,0,1040,0,0,2,0,2,2,1,6,0,0,0,1,74,1,2,400,0,0,0,0,0,0,0,0,0,0,5,2006,0,0,7.563003326513347,1,0,0,1
344,0,8849,0,1,0,0,0,10,0,0,3,1,9,5,2005,2005,1,0,1,1,0,616.0,2,0,0,2,0,0,0,28,0,0,1656,1684,0,0,0,0,1684,0,0,1684,0,0,2,0,2,1,2,6,0,1,4,0,11,0,2,564,0,0,0,495,72,0,0,0,0,0,7,2008,0,0,8.004266216849658,0,1,72,3
345,1,2592,0,0,0,0,0,14,0,0,3,0,5,3,1976,1976,0,0,6,6,1,0.0,1,0,1,0,0,0,3,129,1,232,175,536,0,2,0,0,536,576,0,1112,0,0,1,1,3,1,1,4,0,0,0,0,1,1,1,336,0,0,0,182,0,0,0,0,0,0,4,2010,0,0,7.55098307337414,0,1,0,1
346,0,6435,0,0,0,0,0,8,6,0,0,2,6,5,1939,1950,0,0,1,1,1,0.0,1,0,2,1,0,0,2,0,0,0,972,972,0,1,0,0,972,605,0,1577,0,0,1,0,3,1,3,6,0,1,2,1,9,1,1,312,0,0,0,0,0,0,0,0,0,0,10,2006,0,0,7.754750063101456,1,0,0,1
347,0,12772,0,1,0,3,0,11,0,0,0,1,6,8,1960,1998,1,0,1,1,1,0.0,1,1,1,1,0,2,4,498,0,0,460,958,0,2,0,0,958,0,0,958,0,0,1,0,2,1,1,5,0,0,0,0,14,0,1,301,0,0,0,0,0,0,0,0,0,15500,4,2007,0,0,7.785613389592853,1,0,0,1
348,0,17600,0,1,0,0,0,11,0,0,0,1,6,5,1960,1960,0,0,2,5,0,30.0,1,0,1,1,0,0,4,1270,0,0,208,1478,0,0,0,2,1478,0,0,1478,1,0,2,0,3,1,1,6,0,2,2,0,14,1,2,498,0,0,0,0,40,0,0,0,0,0,12,2009,0,0,7.801008159315251,0,0,40,1
349,0,2448,0,0,0,0,0,10,0,0,4,0,7,5,2003,2004,0,0,0,2,2,106.0,0,0,0,0,0,0,0,573,0,0,191,764,0,0,0,0,764,862,0,1626,1,0,2,1,2,1,0,6,0,0,0,2,0,0,2,474,0,0,0,0,27,0,0,0,0,0,10,2008,0,0,7.792106341192438,1,1,27,3
350,0,20431,0,2,0,0,0,10,0,0,0,0,9,5,2005,2006,1,0,6,6,0,870.0,2,0,0,2,0,0,0,1410,0,0,438,1848,0,0,0,0,1848,880,0,2728,1,0,2,1,4,1,2,10,0,2,4,0,13,2,3,706,0,0,0,0,0,0,0,0,0,0,4,2006,1,2,8.189472975008517,1,0,0,3
351,0,7820,0,1,0,0,0,10,0,0,3,1,9,5,2007,2007,1,0,1,1,0,362.0,2,0,0,2,0,0,2,0,0,0,1869,1869,0,0,0,0,1869,0,0,1869,0,0,2,0,2,1,2,6,0,1,2,0,22,0,2,617,0,0,0,210,54,0,0,0,0,0,12,2007,1,2,8.071726635690657,0,1,54,3
352,0,5271,0,1,2,0,1,19,0,0,0,1,7,5,1986,1986,0,0,2,5,1,0.0,1,0,0,0,0,1,0,1082,0,0,371,1453,0,1,0,0,1453,0,0,1453,1,0,1,1,2,1,0,6,0,1,1,0,64,0,2,445,0,0,0,0,80,0,0,184,0,0,12,2006,0,1,7.874717173170761,0,1,264,2
353,0,9084,0,0,0,0,0,15,3,0,0,2,5,6,1941,1950,0,0,0,0,1,0.0,1,0,1,1,3,2,6,236,4,380,0,616,0,2,1,0,616,495,0,1111,0,1,1,0,3,1,1,5,0,0,0,1,81,1,1,200,0,1,0,48,0,0,0,0,0,0,3,2008,6,0,7.596958446662796,1,0,0,1
354,1,8520,0,0,0,0,0,7,0,0,0,1,6,8,1928,2003,0,0,0,0,1,0.0,1,1,2,1,0,0,2,0,0,0,624,624,0,1,0,0,720,0,0,720,0,0,1,0,2,1,1,5,0,0,0,1,11,1,2,484,0,0,0,106,0,0,0,0,0,0,5,2010,0,0,7.641475452410134,1,0,0,1
355,0,8400,0,0,1,0,0,23,0,0,0,2,6,5,1940,2000,0,0,2,1,1,0.0,1,0,1,1,0,0,6,388,0,0,552,940,0,0,0,0,1192,403,0,1595,0,0,1,0,2,1,1,6,0,2,2,0,73,1,1,240,0,0,0,0,0,108,0,0,0,0,6,2006,0,0,7.754179935083592,1,0,108,1
356,0,11249,0,2,0,0,0,0,0,0,0,1,6,5,1995,1995,0,0,0,0,1,0.0,0,1,0,0,1,0,1,334,1,544,322,1200,0,0,0,0,1200,0,0,1200,1,0,2,0,3,1,0,6,0,0,0,0,28,0,2,521,0,0,0,0,26,0,0,0,0,0,8,2007,0,0,7.848102126531164,0,0,26,2
357,0,9248,0,1,0,0,0,17,0,0,0,1,6,6,1992,1992,0,0,3,3,0,106.0,1,0,0,0,0,0,0,560,0,0,598,1158,0,1,0,0,1167,0,0,1167,1,0,2,0,3,1,0,6,0,0,0,0,79,0,2,400,0,0,0,120,26,0,0,0,0,0,7,2009,0,0,7.838022802007031,0,0,26,2
358,1,4224,0,0,0,0,0,14,0,0,3,1,5,5,1976,1976,0,0,6,6,1,0.0,1,0,0,0,0,0,1,874,0,0,268,1142,0,2,0,0,1142,0,0,1142,1,0,1,1,3,1,1,6,0,1,5,0,1,2,2,528,0,0,0,536,90,0,0,0,0,0,8,2007,0,0,7.73665560159244,0,1,90,1
359,0,6930,0,1,0,0,0,19,0,0,0,5,5,4,1958,1958,1,0,2,11,0,120.0,1,0,1,1,0,3,4,300,4,294,468,1062,0,0,0,1,1352,0,0,1352,0,1,1,0,3,1,0,6,3,0,0,2,18,1,1,288,0,0,0,168,0,294,0,0,0,0,7,2006,0,1,7.724496345028302,0,0,294,2
360,0,12011,0,1,0,3,0,3,0,0,0,0,8,5,1998,1998,0,0,0,0,0,530.0,0,0,0,0,0,3,0,956,0,0,130,1086,0,0,0,0,1086,838,0,1924,1,0,2,1,3,1,0,7,0,1,1,0,3,0,2,592,0,0,0,208,75,0,0,374,0,0,6,2006,0,0,8.023720339343617,0,0,449,3
361,0,7540,0,1,0,3,0,4,0,0,0,4,6,6,1978,1978,0,0,0,0,1,0.0,1,0,1,0,0,3,0,773,0,0,115,888,0,0,0,0,912,0,0,912,1,0,1,0,2,1,1,5,0,1,1,0,77,0,2,470,0,0,0,0,0,0,0,192,0,0,6,2007,0,0,7.797219457691106,0,0,192,1
362,0,9144,0,0,0,0,0,8,0,0,0,2,5,5,1940,1982,0,0,1,1,1,0.0,1,0,1,1,0,0,3,399,0,0,484,883,0,1,0,0,988,517,0,1505,1,0,1,0,3,1,1,8,0,0,0,1,73,1,1,240,0,0,1,0,0,0,0,0,0,0,7,2008,0,0,7.768176262306444,1,0,0,1
363,0,7301,0,0,0,2,0,15,0,0,0,4,7,5,2003,2003,0,0,3,3,0,500.0,0,0,4,3,2,4,5,0,2,0,0,0,0,0,0,0,495,1427,0,1922,0,0,3,0,4,1,0,7,0,1,4,2,0,0,2,672,0,0,0,0,0,177,0,0,0,0,7,2009,3,0,7.891759277297787,0,0,177,1
364,1,1680,0,0,0,0,0,22,0,0,4,0,6,8,1972,2007,0,0,3,3,0,510.0,1,0,1,1,0,0,1,162,0,0,321,483,0,1,0,0,483,504,0,987,0,0,1,1,2,1,0,5,0,0,0,1,68,1,1,264,0,0,0,250,0,0,0,0,0,0,5,2009,0,0,7.685445886185213,1,1,0,1
365,0,18800,0,1,0,1,0,6,0,0,0,0,6,5,1976,1976,0,0,3,3,0,120.0,1,0,0,0,0,2,0,712,0,0,84,796,0,2,0,0,790,784,0,1574,1,0,2,1,3,1,1,6,0,1,1,0,1,2,2,566,0,0,0,306,111,0,0,0,0,0,7,2006,0,0,7.874717173170761,0,0,111,2
366,1,10690,0,0,0,0,0,13,0,0,0,0,5,7,1920,1997,1,0,0,0,1,0.0,1,1,1,1,3,0,3,456,0,0,216,672,0,1,0,2,672,672,0,1344,0,0,1,0,3,1,1,6,0,0,0,1,38,1,1,468,0,1,0,0,128,218,0,0,0,0,7,2009,0,0,7.773629790839197,1,0,346,1
367,0,9500,0,1,0,0,0,11,0,0,0,1,6,5,1963,1963,0,0,7,4,0,247.0,1,0,1,0,0,0,4,609,0,0,785,1394,0,1,0,0,1394,0,0,1394,1,0,1,1,3,1,1,6,0,2,2,0,36,0,2,514,0,0,0,0,76,0,0,185,0,0,7,2009,0,0,7.804758181148123,0,0,261,1
368,0,9150,0,1,0,2,0,11,0,0,0,5,6,5,1962,1962,0,5,7,4,0,305.0,1,0,1,0,0,1,0,371,0,0,728,1099,0,1,0,0,1431,0,0,1431,0,1,1,0,3,1,1,6,0,1,2,5,12,0,1,296,0,0,0,64,110,0,0,0,0,0,12,2008,0,0,7.819386236691429,0,0,110,1
369,0,7800,0,0,0,0,0,11,0,0,0,1,5,6,1954,1954,0,0,3,3,0,200.0,1,0,0,1,0,0,6,540,0,0,728,1268,0,1,0,0,1268,0,0,1268,0,0,1,0,2,1,1,7,0,1,2,0,29,2,1,244,0,0,0,0,98,0,0,0,0,0,3,2010,0,0,7.730625600345834,0,0,98,1
370,0,9830,0,1,0,2,0,11,0,0,0,1,5,7,1959,2006,0,0,2,5,1,0.0,1,1,1,1,0,0,1,72,4,258,733,1063,0,0,0,0,1287,0,0,1287,1,0,1,0,3,1,0,7,0,1,2,1,34,2,2,576,0,0,0,364,17,0,0,182,0,0,3,2010,0,0,7.812145180869801,1,0,199,1
371,0,8121,0,1,0,0,0,17,0,0,0,0,6,5,2000,2000,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,0,0,953,953,0,0,0,0,953,711,0,1664,0,0,2,1,3,1,1,7,0,1,1,0,4,0,2,460,0,0,0,100,40,0,0,0,0,0,1,2006,0,0,7.8366575818497415,0,0,40,2
372,0,17120,0,0,0,0,0,19,1,0,0,2,4,4,1959,1959,0,0,5,4,1,0.0,1,0,1,3,2,4,5,0,2,0,0,0,0,2,0,0,1120,468,0,1588,0,0,2,0,4,1,1,7,3,1,2,1,15,2,2,680,0,0,1,0,59,0,0,0,0,0,7,2008,0,0,7.737945345866373,0,0,59,2
373,0,7175,0,0,0,0,0,12,0,0,3,1,6,5,1984,1984,0,0,7,4,1,0.0,1,0,1,0,0,0,1,623,5,121,0,744,0,2,0,0,752,0,0,752,1,0,1,0,2,1,1,4,0,0,0,0,61,1,1,264,0,0,0,353,0,0,0,90,0,0,2,2010,0,0,7.708717592895092,0,1,90,2
374,0,10634,0,0,0,0,0,11,0,0,0,1,5,6,1953,1953,0,0,1,1,1,0.0,1,0,0,1,0,0,4,428,5,180,0,608,0,2,0,0,1319,0,0,1319,1,0,1,0,3,1,1,5,3,0,0,0,30,1,1,270,0,0,0,66,0,0,0,0,0,0,11,2009,0,0,7.70221471348011,0,0,0,1
